0,multiplicand,multiplier,accurate result,approximate result,accuracy
914,6657203,1711755,11395500521265,11395225055729,0.9999758262311931
915,1251812,3675803,4601414305036,4600820502476,0.9998709355082033
916,6935144,2637775,18293349464600,17881026312728,0.9769407446384383
917,521154,7189799,3746992508046,3712337688998,0.9906649604774092
918,5749843,1053574,6057885088882,6056809765945,0.9998224605066769
919,1519399,1162175,1765807532825,1764731235097,0.9993901067161988
920,2024603,1108463,2244197515189,2243118387381,0.9995189162488833
921,7547456,734943,5546949955008,5507053758912,0.9927554373277296
922,1237915,6983394,8644848183510,8635928462881,0.9989671381985922
923,6297458,4367027,27501169117366,27493751875766,0.9997302208285899
924,1801407,825528,1487111917896,1478232887364,0.9939934832948866
925,4563906,1041779,4754581428774,4754444208550,0.9999711385352354
926,1757521,5865304,10308394951384,10239684776716,0.9932898154419519
927,1296275,918852,1191084876300,1191077732876,0.999994002554323
928,3185174,3939191,12547008754234,12546844370018,0.9999868983617591
929,111240,1091244,121389982560,120971940448,0.9965443051466989
930,3205250,5430259,17405337659750,17370381273446,0.9979875866998131
931,1124558,559969,629717618702,625114884462,0.9926369786507943
932,3949245,1922145,7591021530525,7555988769325,0.9953635768567811
933,4788595,5136363,24595962179985,24595900563857,0.9999974948618839
934,5844374,5994933,35036630556942,32837448131342,0.9330282177590721
935,6858749,3538829,24271939864921,24271942813849,0.9999998785046578
936,5408136,254058,1373980215888,1373922061784,0.9999576729236559
937,2245958,1563003,3510439091874,3493260723490,0.9950824259212929
938,1023436,5457045,5584936306620,5442661743292,0.9738593779958213
939,5069594,343563,1741724923422,1741714116638,0.999993795316983
940,4603549,509653,2346212558497,2345668440737,0.9997680329621398
941,4345331,2300334,9995712640554,9926816279837,0.9930595712890405
942,1292788,3084005,3986964655940,3986951261828,0.9999966405127325
943,8008728,2006845,16072275743160,16067985265080,0.9997329797103235
944,2824957,3877085,10952598410345,10951835654297,0.9999303535889255
945,4468225,4119504,18406870760400,18402569497552,0.9997662683546136
946,152813,1775525,271323301825,202201277073,0.6581523828504549
947,7922911,4131168,32730876390048,32730451229904,0.9999870102571757
948,7403699,732029,5419722375271,5385085670311,0.9935680308391455
949,1925277,6143163,11827290431151,11827144875695,0.9999876931028131
950,2294469,5507079,12635822046051,12635763262543,0.999995347846681
951,3603259,5336071,19227245855389,19167121905073,0.9968631727489515
952,8295233,384284,3187725318172,3118966109196,0.9779544866572069
953,3455062,6223949,21504129679838,21495531444702,0.9995999989505671
954,5455440,6499619,35458281477360,34323020208624,0.9669242024205448
955,7319475,4164041,30478593998475,30478589384023,0.9999998486002111
956,5895434,13326,78562553484,78568448918,0.9999249643580701
957,427732,2200559,941249502188,939037072364,0.99764393772183
958,3450671,7381922,25472584169662,25465882591965,0.9997368409410984
959,85143,6988968,595061702424,281124944683380,0.002116716120990958
960,6918949,6239463,43170526284387,43033072840735,0.9968058650108321
961,4348176,4266166,18550040613216,18548950361584,0.9999412230012616
962,4065183,6292277,25579257491691,25574831452395,0.9998269376944189
963,6331888,2946464,18656680044032,18514951099648,0.9923451623706047
964,5003388,6930390,34675430161320,32407407063604,0.9300152865280246
965,2405415,4575279,11005444735785,11004360049449,0.9999014312207956
966,6644628,8285164,55051832698992,55051823196272,0.9999998273859166
967,3413321,955309,3260776271189,3260777467221,0.9999996332064939
968,4287432,8247092,35358846147744,35358015732896,0.9999765140992563
969,7234521,3654560,26438991065760,26438848606256,0.9999946117357029
970,6575223,384098,2525530003854,2503916890037,0.9913682782751305
971,6041348,5661529,34203266901092,34185428496436,0.9994781868930541
972,8256008,2873708,23725356237664,23724949954912,0.9999828752957215
973,3210143,6439823,20672752724689,20534962360977,0.9932899626846239
974,7434506,2317220,17227385993320,17141480745224,0.9949884581517303
975,6265547,3078754,19290077888438,19290076667249,0.9999999366934087
976,6297274,6183250,38937619460500,38933196488782,0.9998863958750658
977,7778737,801119,6231694006703,6231410602655,0.999954520081235
978,3403061,2482936,8449582667096,8447430826540,0.9997452668627674
979,225085,4468427,1005775891295,1001176836959,0.9954063516391677
980,7463096,8010610,59783951448560,59783606577320,0.9999942313410023
981,2051211,1556756,3193235031516,3193232147932,0.9999990969701336
982,4056744,939468,3811181172192,3809221438944,0.9994855291876801
983,1350362,7809255,10545321200310,10501707166958,0.9958469577699496
984,1233821,5294463,6532419633123,6512996437155,0.9970177788126529
985,7189415,6974459,50142280151485,50142212862397,0.9999986580351333
986,4496379,3962865,17818542965835,17808872036427,0.9994569600259793
987,2705704,7262932,19651344164128,19651209684256,0.9999931566618971
988,6198517,4499168,27888169333856,27887630679984,0.9999806848463327
989,1057800,4437846,4694353498800,4692200736408,0.9995412041144582
990,1161323,1535848,1783615606904,1713655793508,0.9591751075910138
991,7183500,7556283,54280558930500,54242927601220,0.9993062445014647
992,4786392,8220985,39348856836120,39348855665528,0.9999999702509265
993,4184684,6076291,25427357727044,25212604965956,0.9914823255519223
994,6110780,5752567,35152671372260,29650786945780,0.814443898688394
995,7681295,7186782,55203792642690,55061135917729,0.9974091212870335
996,7569145,2618217,19817664114465,19815358950597,0.9998836678218271
997,2686807,8383346,22524432716222,22519871970133,0.9997974790400652
998,2722739,472609,1286790956051,1246905067075,0.9680120884667149
999,3056555,1149372,3513118733460,3512853099924,0.9999243823956072
1000,8353100,2154422,17996102408200,17920872101924,0.9958020845275759
